tweetcreatedts,retweetcount,following,followers,text
2021-03-15 01:36:06,4,829,74,Here are some of my $Grumpy objectives put together by the strong community $shib $bao $feg $link $ada $eth $xrp $poodl $chow $scat $rfi $dot $bunny $btc $poodl $bdog $bunny $hoge $doge $ramp $ltc $link $trx $zil $unn $four $hot $socks $layer 🐈 https://t.co/ick8aOT7oV
2021-03-15 01:35:43,8,829,74,$Grumpy Sellers will start feeling bad soon 🐈  $shib $bao $feg $link $ada $eth $xrp $poodl $chow $scat $rfi $dot $bunny $btc $poodl $bdog $bunny $hoge $doge https://t.co/cTKjKPwrrT https://t.co/I9zzLdJXca
2021-03-15 01:35:21,0,49,3,@CryptoGodJohn I hope you're right cause $DOT is my biggest bag 🚀🚀🚀
2021-03-15 01:34:29,0,25,1,"why is polkadot chart 99% same as bitcoin chart? 

#Polkadot #Bitcoin #Binance #dot #btc"
2021-03-15 01:33:57,4,1392,110,"$PTF

Im expect 10x+ after product release.
Product launch this month.
Heavy accumulation for almost 6 mo!🤯

--
$shib $ern $bdp $kyl $cgg $btc
$pols $ada $sota $fwb $aapx $zuz 
$bnb $dot $eth $btc $lua $fast https://t.co/MsZOlvMNf8 https://t.co/WpnelnG9fc"
2021-03-15 01:33:41,0,38,47,"I smell $ROSE everywhere i go 🌹 Big buy signal ?? 🧐
.
.
.
.
$BTC $ETH $XRP $DOT $KSM $LINK $GRT $CHR $SXP $ROSE $VITE $COCOS $UTK $IOTX $DOCK $DREP $NPXS $DENT $KEY $AXS $DEGO $SKL $SUSHI $ZIL $CHZ $MATIC $CHZ $DEGO $ANKR $AKRO $TROY $MBL $STMX $DREP $BTT $VTHO $HOT $NPXS $DENT"
2021-03-15 01:33:14,1,172,980,"Find strong projects, get in and WAIT.

Patience = profits in a bull market

$Ada $Btc $Ftm $Xrp $Doge $Eth
$Bnb $Dot $Ltc $Xem $Link $Vet
$Enj $Sushi $Atom $Dag $Lit $Uni
$Luna $Neo $Cake $Trx $Bake $Iota
$Ksm $Tomo $Dash $Hot $Ankr 
$Dia $Qtum $Band $Yfi $Etc https://t.co/M0QyZYwIoG"
2021-03-15 01:32:06,0,1878,438,#Bitcoin @APompliano #ADA #ENJ #DOT #MANA #Ethereum #VoyagerBank #VGX #StackIt$ #ZCash Eventually they will all stop fighting it &amp; capitulate https://t.co/7UNdsGKsKh
2021-03-15 01:31:52,0,136,639,"$BTC strong af! New ATH very soon...🚀 $HTR Pamping, $FET Pamping, $ROSE Pamping. Now lets send $DOT to $40+

BULL MARKET"
2021-03-15 01:31:39,1,172,980,"It's not a real bull run without frequent country ban FUD, get used to it! #Bitcoin      
 
$Ada $Btc $Ftm $Xrp $Doge $Eth
$Bnb $Dot $Ltc $Xem $Link $Vet
$Enj $Sushi $Atom $Dag $Lit $Uni
$Luna $Neo $Cake $Trx $Bake $Iota
$Ksm $Tomo $Dash $Hot $Ankr 
$Dia $Qtum $Band $Yfi $Etc https://t.co/nUBoaQycv9"
2021-03-15 01:29:50,2,1093,1179,"$XEM big potential 

$BTC $ETC $POL $ADA $DOT $XRP $BNB $LTC $DOGE $LINK $BCH $XLM $AAVE $BOTS $PAID $ROOK $ROOM $MFI $BFLY $RAZOR $CTASK $AVAX $EGLD $MATIC $SHIB $UNI $EOS  $TRX $MKR $cake $pi $reef $SXP $Zil $IOST $RVN $HOT $KEY $BTT $FTM $GRT $REFF $SUSHI $XYM $FLR $BTS $ETH https://t.co/4x6ZwXDLew"
2021-03-15 01:29:36,0,9,3,"All your DEFI needs in one place, with cross chain shortly.

$layer $heco $bsc $eth $dot https://t.co/xLThIETlvA"
2021-03-15 01:26:32,0,172,980,"#MAN
#MatrixAINetwork 

Right now it is undervalued almost 98% low from it's all time high.

$Ada $Btc $Ftm $Xrp $Doge $Eth
$Bnb $Dot $Ltc $Xem $Link $Vet
$Enj $Sushi $Atom $Dag $Lit $Uni
$Luna $Neo $Cake $Trx $Bake $Iota
$Ksm $Tomo $Dash $Hot $Ankr 
$Dia $Qtum $Band"
2021-03-15 01:25:51,1,20,73,I really like the project. Prospects for the development of a purely cosmic scale. I wish the developers good health and $RISE #ieo #blockchain #dot #bounty #defi #Rise #RiseProtocol #RebaseToken #FrictionlessYield #Rebases #DynamicPeg #blackhole #AutoLiquidity #AutoRewards.
2021-03-15 01:22:56,1,172,980,"$598m #Bitcoin was just moved from CoinBase to cold storage. 

Another 10,001 #Bitcoin off the market.  🐳🐳🐳

$Ada $Btc $Ftm $Xrp $Doge $Eth
$Bnb $Dot $Ltc $Xem $Link $Vet
$Enj $Sushi $Atom $Dag $Lit $Uni
$Luna $Neo $Cake $Trx $Bake $Iota
$Ksm $Tomo $Dash $Hot $Ankr 
$Dia $Qtum https://t.co/XIiWI3ZVt1"
2021-03-15 01:22:46,0,210,495,What project has the most off chain and on chain use cases? $DOT $LINK $ADA #Crypto
2021-03-15 01:22:33,0,129,47,"It's all coming into focus. https://t.co/3vOf9nB3iB

$AGI $ATOM $ETH $BTC $ADA $DOT $MATIC #Starlink"
2021-03-15 01:20:00,5,141,2,"Nice argumentation from @acoerco @jnasr 

Why Hedera Hashgraph is the best solution for pharmaceutical problems.

@hedera #Hbar #Eth #Btc #Ada #dot #AVAX 

https://t.co/wiViZaRyEz"
2021-03-15 01:16:53,0,329,653,"@investvoyager Dear Voyager, you are my preferred crypto on-ramp. Fair prices. Awesome compounding monthly interest! Strong spectrum of cryptocurrencies #ADA #DOT #LINK . VASTLY more reliable and responsive than Coinbase.  Improve the withdrawal/transfer fees and you’re 100"
2021-03-15 01:16:35,1,76,309,"Here’s how to “buy the dip” during the bull market. simple.

$ENJ $COTI $VET $BNB $RSR $CHZ $RVN $SUSHI $BAT $DOT https://t.co/zGQQKaRqnL"
2021-03-15 01:15:28,1,13,4,"Alpha💎's Daily insight:

Making millions on the internet with friends you never meant before is the new ""American Dream"".

Invisible Magic Monies💻💰

#AlphaGems #DegenSamurai #BTC #etherium $Ramp $TVK $VTX $VVT $AAPX $CONV $DOGE $SKEY $LINK $DOT $KSM $EWT"
2021-03-15 01:14:46,0,326,8,$ETH is the future $DOT $KSM are the best friends. We are in for a wild ride.
2021-03-15 01:13:56,0,1125,240,"@BTC_Archive China fud ☑️

India fud (recycled again and again)☑️

Tether fud ☑️

SEC fud ☑️

Load up the Korea fud 😂

$BTC $ETH $DOT $LINK $ADA $HTR $DOGE $BNB https://t.co/KZaG8pUCuH"
2021-03-15 01:13:40,0,1,3167,"🔄 Prices update in $USDT (1 hour):

$BTC - 59472.37 $     (+0.16 %)
$ETH - 1870.13 $      (+0.55 %)
$DOT - 36.77 $        (+0.67 %)
$ADA - 1.06 $         (-0.24 %)

#BTC #ETH #DOT #ADA #Crypto #Bitcoin"
2021-03-15 01:11:48,0,370,147,@DeusDao @lafachief Holy sheet this was the best AMA yet. Did someone say $DOT killer? Holy crap...$DEUS is the best project in crypto
2021-03-15 01:10:40,0,1,4633,"🔄 Prices update in $EUR (1 hour):

$BTC - 49607.4  € (-0.04 %)
$ETH - 1562.87  € (+0.51 %)
$DOT - 30.78  € (+0.51 %)
$ADA - 0.88  €  (-0.15 %)

#BTC #ETH #DOT #ADA #Crypto #Bitcoin"
2021-03-15 01:10:35,0,593,120,@HukAleksandra Have fun at Disney! After a few weeks the dance between #ADA &amp; #DOT resumes. 🥂 https://t.co/bImbknWbqr
2021-03-15 01:10:26,1,16,114,"I LOVE CRYPTO 📈🚀🤑

#Crypto #Bullish #BTC #ETH #MATIC #ADA #DOT"
2021-03-15 01:06:49,4,466,33,$grumpy is going for the largest phenomenon ever seen since 2017 you guys really want me $grumpy 🐈 $doge $hoge $chow $husky $bao $shib $rfi $eth $btc $xrp $xlm $matic $unn $four $bnb $dash $rvn $dot $ada $egld $kangal $bunny $one $cel $cro $bnb https://t.co/cTKjKPwrrT https://t.co/q9lvWv7XWS
2021-03-15 01:06:45,5,466,33,$grumpy is on another level we haven’t seen this since 2017 the power of the people $doge $hoge $chow $husky $bao $shib $rfi $eth $btc $xrp $xlm $matic $unn $four $bnb $dash $rvn $dot $ada $egld $kangal $bunny https://t.co/cTKjKPwrrT https://t.co/cPv82LuD84
2021-03-15 01:06:34,5,466,33,This is 2017 all over again for those who don’t believe $grumpy $doge $hoge $chow $husky $bao $shib $rfi $eth $btc $xrp $xlm $matic $unn $four $bnb $dash $rvn $dot $ada $egld $kangal $bunny $feg $cat $scat https://t.co/cTKjKPwrrT https://t.co/7zDKbusXGF
2021-03-15 01:06:12,0,223,404,"$CUR is undervalued...

$btc $eth $doge $bnb $swap $pols $cake $sushi $enj $crv $oly $uni $xrp $ltc $spi $umx $dot $ada $YFI $BAO $nfy $ern $1inch $chz $trx $bondly $uncx $reef $ocean $paint $mph $om https://t.co/NfH5Pd344V"
2021-03-15 01:05:59,3,466,33,This is how $Grumpy I am  $shib $bao $feg $link $ada $eth $xrp $poodl $chow $scat $rfi $dot $bunny $btc $poodl $bdog $bunny $hoge $doge $ramp $ltc $link $trx $zil $unn $four $hot $socks https://t.co/cTKjKPwrrT https://t.co/B4dIeNZlZQ
2021-03-15 01:05:56,0,402,99,"In $DOT with decent size

$DOTBTC confirms the bullish chart on $DOTUSD"
2021-03-15 01:05:22,0,223,404,"$pteria great DCA entry for this bottom chart undervalued project. There will be a recovery bring some X's imo. #DYOR 

$btc $eth $doge $bnb $swap $pols $cake $sushi $enj $crv $oly $uni $xrp $ltc $spi $umx $dot $ada $YFI $BAO $nfy $ern $1inch $chz $trx $bondly $uncx $reef $ocean https://t.co/jaxqNRLKWU"
2021-03-15 01:02:50,0,346,73,"i wish we could have a 
wrapped $DOT &amp; $KSM"
2021-03-15 01:02:26,0,123,85,"It’s not a matter of “if”, it’s a matter of “when”. 

$5 $HTR is imminent 

@HathorNetwork’s tech is like no other, 6+ years of development and an amazing team.

$30 $HTR by the end of the bull run.

$btc $eth $rsr $link $ltc $doge $ocean $dot $uni https://t.co/a9JjfbzxUS"
2021-03-15 01:02:19,0,2587,5210,"This is only expected to grow, &amp; @SubQueryNetwork will be the best source of decentralized data for developers on $DOT

With several core $DOT contributors working on this, &amp; some of the top polkadot projects already using it, I believe we can expect this to scale similar to $GRT"
2021-03-15 01:02:19,0,2587,5210,"Among other names using $GRT are $SNX, $GNO, $AAVE, Moloch, $MANA and more!

The $DOT community has grown substantially since its token came to main net in 2020. There are thousands of projects building on Substrate, and over 100 projects will have a designated parachain slot"
2021-03-15 01:02:19,0,2587,5210,"Since launching a little over a month ago, there have already been over 1,353 installs from NPM!

I believe we can expect this become a widely adopted protocol on the $DOT network

You can see who else is building on them here 👇🏻👀

https://t.co/1WXbwsi9aL"
2021-03-15 01:02:18,0,2587,5210,"Another key figure within in the $DOT ecosystem, @AcalaNetwork was involved in their funding round, so I believe we can expect some news coming our way soon...

The @SubQueryNetwork repo is also present on Acala’s! 👀

https://t.co/b10v6x2YPX https://t.co/qJ4nbBnjR0"
2021-03-15 01:02:16,0,2587,5210,"TEAM:

Sam Zou — entrepreneur, investor with more than 20 years of IT experience specialising in infrastructure and cloud service design

Ian He — blockchain architect, contributor to polka-js, early adopter of Substrate technology and won 2nd place in the first $DOT hackathon 👀"
2021-03-15 01:01:24,0,376,328,$DOT Pump or nah? https://t.co/8zCXev2GNN
2021-03-15 01:01:06,3,299,93,"$ocean
Giriş:1,3$-1,33$
Tp1:1,45$
Tp2:1,60$
Stop:1,2$
$egld $xvg $aave $eth $hard $btc $ast $icx $neo $crv $yfi $hard $iost $comp $xlm $grt $eos $link $dot $xrp $doge $slp $waves $chz $axs $audio $sand $mana $hbar $enj $aergo $chr $poly $skl $vet $strax https://t.co/J4pAYr2seD"
2021-03-15 01:00:20,0,0,1986,"Top 5 Cryptocurrencies Prices

🔻 $BTC: $59,578.01 | Bitcoin -1.09% ☄
🔻 $ETH: $1,872.60 | Ethereum -0.49%
🔻 $BNB: $264.61 | Binance Coin -1.53% ☄☄
🔻 $USDT: $0.999773306 | Tether -0.03%
🔻 $DOT: $36.91 | Polkadot -0.35%"
2021-03-15 00:59:37,0,147,106,Green days for $BTC $ADA $ETH $DOT $COMP $MATIC $UNI $BNB https://t.co/3btwDhxLXr
2021-03-15 00:56:39,0,597,562,"$PHA [4H] update. PA is so bullish I almost puked. Send it to $1.60! S/R flip ✅
#alts #dot $ksm https://t.co/0WJsQJYqJw"
2021-03-15 00:52:55,28,24,4,"Ik you don't like $eth fees guys, I hear you. Happy to announce I'm partnering with @kwikswapdex, soon to launch an L2 DEX on $DOT (#dot is a sleeping giant imo).

👉 Give me your likes for support in these trying times, battles of the gas fees persist, prosperity lies ahead 🤑"
2021-03-15 00:52:25,2,122,12,"Dip over!🙃 
Please proceed w/ price pamping of...EVERYTHING!!💪

$HTR leading the way w/ 9%😱

$BTC $ETH $LTC $UNI $DOT $KSM $EWT $DRC $NOIA $MUSE $RARE $PAINT $UTU $POND $ORAI $CHART $XED $PHA $CRU $SHIB $OCTO $NCT $BLANK $VOXFI https://t.co/pHT6pbRHty"
2021-03-15 00:51:22,6,384,38,"There's a #BinanceSmartChain version of #RFI called #BEFLECT. 

200k MC for $BFI vs 18m for $RFI

TWO HUNDRED THOUSAND DOLLARS.

Team is working hard, this will gain value soon. 🤑

Don't pass up a potential 350x  🚀

2% tax on each tx. 
#Blackhole 

$BTC $ETH $DOT $ADA $BSC $BNB"
2021-03-15 00:50:45,0,1,3255,"🔄 Prices update in $USD (1 hour):

$BTC - 59738.8 $  (+0.1 %)
$ETH - 1876.09 $  (+0.23 %)
$DOT - 37.01 $    (+0.47 %)
$ADA - 1.07 $     (-0.1 %)

#BTC #ETH #DOT #ADA #Crypto #Bitcoin"
2021-03-15 00:50:39,2,80,7,"$ZCK just keeps on flying. ✈️Broke down 0.10$ resistance after multiple tries and ready for another run. I highly advise
to get in at these levels. 🔥

@polkazeck $dot #NFTs #Polkadot https://t.co/cejDtfWodw"
2021-03-15 00:48:03,2,29,387,"$DOT - Big March-April Ahead 

I am expecting a large move upward either before the end of March or the start of April

Target 1: $42usd
Target 2: $50usd
Target 3: Open

Stop loss $34usd

https://t.co/t6eHgzxtn5"
2021-03-15 00:45:24,0,192,7213,"USD mkt cap changes last 4 hours

🚀
$ETH   +485.731m
$DOT   +352.542m
$BTC   +255.043m

🌧️
$BNB   -271.115m
$ADA   -146.909m
$XRP   -108.789m

#bitcoin #cryptocurrency #crypto"
2021-03-15 00:45:17,32,1055,168,"🚀#Wanswap can create a new financial ecosystem truly decentralized! Allow cross-chain transfers between different blockchains! 🔥 $wasp are hot!🔥

https://t.co/XzwKV6XkP5
#news #CryptocurrencyNews 
#DeFi  $WASP #btc #binance #crypto #blockchain #bitcoin #eth #Xrp #Dot #bnb $wan"
2021-03-15 00:45:01,10,702,335,"Wondering which will hit $100 first...

$DOT, $HTR or $DEXTF? https://t.co/3UERpkmbbN"
2021-03-15 00:43:42,0,435,264,"@beincrypto In $STN we trust 🤗

cuz #YieldFarming was never as secure and easy as it'll be with the upcoming @DefiStone platform.

There's no competition on the market for the staked liquid assets like $ETH $DOT 😎"
2021-03-15 00:43:21,4,96,76,"Wow!!! $OMI Back to the future, #DeLorean test 🤩🤩🤩🤩🤩

Find #OMI in BitMax or Bitforex 🚀🚀🚀🚀🚀

$btc $eth $trx $iotx $xrp $dot $link $vet $nftx $twt $bot $xlm $doge $audio $alpha $bao $inj $cream $matic $bnb $twt $vet $cvp $doge $bal $usdt $flr $unfi $evx $egld $chz $matic https://t.co/Rrd23ZogLX"
2021-03-15 00:42:42,0,1,12,"tried to practice poses and drew this dot! this ended up being good practice for hands too :P
#Animaniacs #zanytwt #dot https://t.co/FMEPqbURV1"
2021-03-15 00:42:21,3,1055,78,"CEX/DEX tokens with utility worth looking into.

$LCX - Regulated CEX for DA and SEC tokens
$PSWAP - $DOT DEX that is built on $XOR
$ZCX - Hybrid exchange with @binance liquidity and @LunarCRUSH metrics
$DAOFI - DEX with customised bonding curves
$SWITCH - Crosschain liquidity"
2021-03-15 00:41:51,0,189,418,$DOT $BAT
2021-03-15 00:40:22,11,157,57,"$PKF @PolkaFoundry 
The cross-chain, frictionless &amp; #DeFi focused one-stop dApp factory.
🔥Web 3.0🔥
What can be built?
🔵 Cross-chain #DEX
🔵 $NFT Auction &amp; Marketplaces
🔵 Leverages Polka $DOT &amp; Substrate
🔵 PolkaID, DocuGuard, PolkaGate
🔵 $KYL $LINK $ORAI data providers https://t.co/Mzf1yZOan1"
2021-03-15 00:38:43,0,4894,4205,"This is absolutely  transparent &amp; open project &amp; best thing is this project from very strong community which is a real indicator of how to develop the project.
#OMNI #Blockchain #cryptocurrency #DOT
@OMNI_AI"
2021-03-15 00:37:51,0,1,4657,"🔄 Prices update in $USD (1 hour):

$BTC - 59860.1 $ (-0.66 %)
$ETH - 1874.41 $ (-0.45 %)
$DOT - 37.07 $   (-0.37 %)
$ADA - 1.07 $    (-0.72 %)

#BTC #ETH #DOT #ADA #Crypto #Bitcoin"
2021-03-15 00:37:41,221,124,37,"🚨Don't Trust! Verify!!! @ampnetio 🤓

With AMPnet, all audits are:
✅ Permissionless
✅ Decentralized
✅ Independently verifiable
✅ Fully transparent
✅ Performed on-chain

#Dot #Eth #Polkadot #Ethereum $AAPX
#blockchain #cryptocurrency #thecryptolifestyle  #letsbankthatcoin"
2021-03-15 00:37:27,0,339,840,"@joacosolesky I definitely can see that.  $400 next price target, then $1k for $KTON.  Cheapest $DOT coin getting a parachain that I’m aware of.  Easy buy here"
2021-03-15 00:34:55,0,741,500,"$HTR is a monster! This beast is just getting warmed up 🚀🔥

Still early compared to similar projects - $ETH , $DOT , $AVAX , $ADA... even better than some 🤫"
2021-03-15 00:33:50,3,58,12,"$KAI $LINK $DOT $BTC $ETH $DOGE

KAI in price discovery https://t.co/LK40JXmz3h"
2021-03-15 00:33:14,0,95,59,"@TheCryptoLark Great #ltc Time to show for brother coin
$LTC $ETC
And the next star $Dot"
2021-03-15 00:33:10,0,1349,1202,I spy something will happen with #DOT Check it out at https://t.co/h9sFd9f6HA
2021-03-15 00:33:05,0,141,18,Time for me to start shilling ish!  $PHA get about it we getting $PAID with Polka $DOT projects!
2021-03-15 00:32:47,5,202,94,"Working on the sibs cuddle pile 🧡💙💗
#Animaniacs #zanytwt #yakko #wakko #dot https://t.co/e4oKfwd9nf"
2021-03-15 00:32:42,89,202,94,A long eventful day always warrants a sleepy sibs cuddle pile 💤😴💖 #zanytwt #Animaniacs #Yakko #Wakko #Dot https://t.co/AXBJt7xAEk
2021-03-15 00:32:28,10,202,94,Happy Sibling Saturday zany fam! Have this screenshot redraw I did last night uwu ✨💙💖🧡 #zanytwt #animaniacs #yakko #wakko #dot https://t.co/3LYu3nfblv
2021-03-15 00:32:25,21,202,94,"They like to watch TikToks together and laugh like idiots | warmup sketch from the other night! 💙💖
#zanytwt #wakko #dot #siblingsaturday #animaniacs https://t.co/VvFRxsZwzW"
2021-03-15 00:32:19,0,26,10,@Elmers_Fudd why would you sell now? Its just about to take off🚀🚀$btc $eth $dot $link $atom $chz $theta $bondly $bepro
2021-03-15 00:31:56,0,279,45,"@girlgone_crypto 80% $BTC
15% $DOT / $ETH / $LINK
5% DEFI Dice Rolls"
2021-03-15 00:31:50,0,501,314,"@infiniteRoots_ Check out @SpiderDAO!
 
#CyberSecurity focused project build on $DOT with amazing #staking strategies:
e.g. guaranteed APY of 80% &amp; no IL🕷️
$SPDR aims to make #DAO transparent &amp; partnered with e.g. @paid_network &amp; @Xangle_official for that."
2021-03-15 00:31:46,0,191,23,"you shouldn't look at twitter in those time, focus on the chart. $btc $dot"
2021-03-15 00:31:36,0,92,347,"Polka $dot: Networking For #Blockchains
https://t.co/HGCOX9oEcj"
2021-03-15 00:30:40,0,22,0,@CryptoGodJohn i got $dot but my big bag is $link when will link ever moon
2021-03-15 00:28:58,0,808,1882,Longed $DOT and $KSM on this dip 🤝
2021-03-15 00:28:51,0,102,122,@CyrptoMac @davidgokhshtein Yup I'm getting out too. I have criteria in the projects I back. Couple of probs with ADA. I'm all in on $DOT though.
2021-03-15 00:28:34,0,1786,14439,"This is called V-Shape recovery ... 

#Bitcoin $DOT https://t.co/4P0ElYH9lx"
2021-03-15 00:27:34,5,235,169,"Why, hello there $TEL! That Sunday dip didn't even last all day! #Telfam wants 1 cent too bad to let #Telcoin rest any longer!

🚀🚀 #SendIt 🚀🚀

#Telcoin #Crypto $BTC $ETH #Kucoin #Bitcoin $Xrp $Bnb $ADA  $LTC $Dot #DOGE #CMC $NFT #NFT $BAL $NFT $UNI #Coinbase #Coinmarketcap https://t.co/LwVp2w4CMB"
2021-03-15 00:27:27,0,125,6,"I just visited here, I'm happy.

$YFI $DOT $HCMC #ZIL #LUNA #ALTS $POWR #IOST #DOGE #MIR #WeBull $BNB $SRMX #Ravencoin $TRX $SPX #TRON #RVC $MFST $CUSDC #FreeBritney $ICX $BAND #LTC $OMG #Ethereum $NCTY $CEL $EOS #weed #Uniswap $MIOTA #TCEHY #Zilliqa #NEO #BAC $ONT $AMTX https://t.co/FFky8t0taw"
2021-03-15 00:27:13,6,2824,1084,"Mentioned in the approaches:
1. Oracles &amp; Notaries ( $LINK )
2. Sidechains/Relays/Value Transfer ( $DOT and #interledger)
3. Time-bound Asset Locking and Release (HTLC)
4. Application Layer Adaptors/API Approach  (DAML smart-contracts &amp; $QNT @Overledger any-to-any blockchain app) https://t.co/RhcGsTfkx4"
2021-03-15 00:26:35,1,55,25,"$TUGZ is a hidden #NFT gem on Uniswap, sers! 

@rugztoken
$BTC $ETH $DOT $ADA $BNB $ERN $KYL $BDP $EROWAN $AAPX $MOD $CGG $INV #B20 $CHZ $DEGO $MANA $LIT $PHA $REEF $ENJ $MANA $DGCL $WOWS $VISR $SOTA $SHIB $BONDLY $POLS $PAID $BADGER $SWAP $DOGE $EGLD $MPH $OCTO $EXED $ORAI $OMI https://t.co/UaLe2l76Z1"
2021-03-15 00:26:06,0,478,369,@TheCryptoLaark_ is this the feeling like buying $dot when it was $2usd? :)
2021-03-15 00:26:04,0,92,6,@davidgokhshtein $ONE $DOT
2021-03-15 00:25:47,0,140,34,@CryptoGodJohn See ya on the moon 🌙  $dot
2021-03-15 00:25:38,1,20,73,"Omni Coins can be used to send digital gifts to your favorite creators, buy products from in-app stores, NFT Marketplace, Ads Platform and inside the brand/influencer matching engine. #OMNI #Blockchain #cryptocurrency #DOT @OMNI_AI https://t.co/D7Ygs2FBTI https://t.co/5Q1p7on3E5"
2021-03-15 00:25:19,0,79,446,Severe weather slows down air traffic in China #AirwaySim #gameStatus #DOT
2021-03-15 00:23:52,0,166,81,"Woo amazimg action of $EOS. I see U are too afraid to go to moon. Shame!😆😆👎👎#B1 #ProFi

$KMD $GME $ETH $XRP $LINK $BCH $EOS $LTC $BSV $ADA $CRO $BNB $XTZ $XLM $TRX $XMR $DASH $ZEC $ETC $VET $NEO $ATOM $XEM $MKR $RVC $DOGE $BTG $BAT $ZRX $DOT $ONT $FET $SPX $ICX $BTC $GRT $PSG"
2021-03-15 00:23:39,5,616,189,All the money from other meme coins is flowing to $Grumpy but we expected this $shib $bao $feg $link $ada $eth $xrp $poodl $chow $scat $rfi $dot $bunny $btc $poodl $bdog $bunny $hoge $doge $ramp $ltc $link $trx $zil $unn $four $hot $socks https://t.co/cTKjKPwrrT
2021-03-15 00:22:44,13,2824,1084,"Why blockchains like Polkadot or Atom WONT get adopted by enterprise 

Quant is heavily focused on the Enterprise 5 

$QNT $DOT $ATOM $LINK https://t.co/pJmVcmoP4E"
2021-03-15 00:22:18,1,5,1,$Grumpy up 1000% on the new 24hr chart 5 Trillion out of 100 Trillion $Grumpy left $shib $bao $feg $link $ada $eth $xrp $poodl $chow $scat $rfi $dot $bunny $btc $hoge $doge $layer $ramp $matic $snx $unl $bnf $goose $ltc https://t.co/cTKjKPwrrT 🐈
2021-03-15 00:21:58,5,5,1,You haven’t seen a moon like this since 2017 $doge $hoge $chow $husky $bao $shib $rfi $eth $btc $xrp $xlm $matic $unn $four $bnb $dash $rvn $dot $ada $egld https://t.co/cTKjKPwrrT #resistanceisfutile $grumpy https://t.co/44WR9EtiE7
2021-03-15 00:21:03,0,0,518,"Top 10 cryptocurrencies price update 1hr 
 
$BTC $ETH $BNB $USDT $ADA $DOT $XRP $UNI $LTC $LINK https://t.co/8utwcA9nKi"
2021-03-15 00:20:00,0,5011,1803,"#So it looks like #Altcoingazette is going to pay Higher for #Bitcoin #BTC #BTCUSD 

https://t.co/2WaDTxwtL4

#HOT #ONE #HBAR #ENJ #NPXS #MANA #LUNA #FIL #THETA #OCEAN #SC #BTT #FTT #IOST #CHZ #NEXO #CDAI #CUSDC #PAX #DAI #USDC #LEO #BUSD #UST #AMP #ALGO #VET #XMR #OKB #DCR #DOT https://t.co/BupWyY0Jov"
2021-03-15 00:19:37,0,1420,1233,"My 15 year old brother just asked me if I got $DOGE, this would be a top signal in 2017, now means everyone will fomo into any alt, it’s buy any alt and number go up season (better quality alts like $RSR $VRA $AAVE $DOT $ZIL $REEF will go much higher so pick wisely 🚀 $BTC $ETH"
2021-03-15 00:18:35,3,41,25,"Good morning/afternoon #cryptocurrency peeps and plebs! Here's today's Coin Market Cap top 20! 

https://t.co/tLeZdx7GQ9 

#BTC $ETH $UDDT $ADA $BNB $DOT $XRP $UNI $LTC $LINK $BCH $USDC $XEM $DOGE $WBTC $AAVE $THETA $ATOM $VET #trystonks #stonkstrading https://t.co/EJxNVIakqn"
2021-03-15 00:16:33,3,5,1,$Grumpy marketcap is now 7 Million and our volume is 3 Million it hasn’t even been a day 🐈 $grumpy $doge $hoge $chow $husky $bao $shib $rfi $eth $btc $xrp $xlm $matic $unn $four $bnb $dash $rvn $dot $ada $egld $kangal $bunny $feg $cat https://t.co/cTKjKPwrrT #resistanceisfutile
2021-03-15 00:16:26,2,5,1,Official cat fork of dogecoin here. We just had our first dip if you missed out get in with these 2017 gains $Grumpy $doge $hoge $chow $husky $bao $shib $rfi $eth $btc $xrp $xlm $matic $unn $four $bnb $dash $rvn $dot $ada $egld $kangal $bunny $feg $cat https://t.co/cTKjKPwrrT 🐈
2021-03-15 00:15:32,0,0,1986,"Top 10 Cryptocurrencies prices during the past hour

The biggest winner of the hour was Polkadot $DOT, reaching a price of $36.68; an increase of 0.33%

Chainlink $LINK was the biggest loser, it has dropped to $28.72, representing a loss of -0.89%"
2021-03-15 00:15:30,0,192,7213,"BTC price changes last 4 hours - sorted by mkt cap chg 

🚀
$ETH   +0.00020319
$HOT   +0.00000002
$DOT   +0.00000395

🌧️
$ADA   -0.00000025
$BNB   -0.00003611
$UNI   -0.00000204

#altcoins #cryptocurrency #crypto"
2021-03-15 00:15:06,1,3,2031,"🔄 Prices update in $USDT (1 hour):

$BTC - 59378.33 $      (-1.77 %)
$ETH - 1859.88 $       (-1.52 %)
$DOT - 36.53 $         (-1.91 %)
$ADA - 1.06 $          (-1.69 %)

#BTC #ETH #DOT #ADA #Crypto #Bitcoin"
2021-03-15 00:14:11,0,0,514,"Save the date 15/03/2021

Time: 5:55a.m UTC

We will be online to trade ALICE MY NEIGHBOR on BINANCE

Remarks:

🤔 Has never been traded anywhere ✨

🤭 Alice is a Binance Official Project

🚀 $Alice will moon

$btc $eth $trx $iotx $xrp $dot $link $vet $nftx $twt $enj $chz $btcst"
2021-03-15 00:13:25,1,3,2031,"🔄 Prices update in $EUR (1 hour):

$BTC - 49628.5  € (-1.49 %)
$ETH - 1555.0  € (-1.25 %)
$DOT - 30.63  € (-1.69 %)
$ADA - 0.89  €  (-1.52 %)

#BTC #ETH #DOT #ADA #Crypto #Bitcoin"
